corpus_variant,feature,author,n_documents,n_marks,consistency_C,nearest_other_D,nearest_other,ratio_D_over_C,margin_D_minus_C,between_author_baseline,C_over_baseline
all_documents,f1,"Buck, Charles Neville",11,154394,0.028346369567342766,0.0038813076521590556,"Aycock, Roger D.",0.1369243296901987,-0.02446506191518371,0.16891442246323624,0.16781497490844677
all_documents,f1,"Buffon, Georges Louis Leclerc, comte de",10,107973,0.016602335211610728,0.018880102255926096,"Hume, David",1.1371955821445183,0.0022777670443153673,0.16891442246323624,0.09828844079447498
all_documents,f1,"Bunyan, John",14,581370,0.10549066004194435,0.030769330587601784,"Carlyle, Thomas",0.29167824502536555,-0.07472132945434257,0.16891442246323624,0.6245213315926537
all_documents,f1,"Burgess, Gelett",11,73049,0.237875111026962,0.0021156392418760837,"Glyn, Elinor",0.008893907533000737,-0.2357594717850859,0.16891442246323624,1.4082581437279866
all_documents,f1,"Burgess, Thornton W. (Thornton Waldo)",37,125332,0.03366176032883732,0.010212708422575087,"Curwood, James Oliver",0.30339198909410797,-0.02344905190626223,0.16891442246323624,0.1992829258624361
all_documents,f1,"Burke, Edmund",15,273372,0.03830070576417358,0.009572198741219238,"Johnson, Samuel",0.24992225470093182,-0.028728507022954347,0.16891442246323624,0.22674621388537516
all_documents,f1,"Burnett, Frances Hodgson",41,358626,0.1760635216486766,0.0029295358982822195,"Frey, Hildegard G.",0.016639084978249608,-0.1731339857503944,0.16891442246323624,1.0423237937956207
all_documents,f1,"Burney, Fanny",14,369826,0.0788962120641117,0.005898461052887095,"Grant, James, archaeologist",0.07476228450732157,-0.0729977510112246,0.16891442246323624,0.4670780085772915
all_documents,f1,"Burroughs, Edgar Rice",19,166014,0.3020288148997315,0.00282927651629448,"White, Stewart Edward",0.00936757149225564,-0.299199538383437,0.16891442246323624,1.7880581805586626
all_documents,f1,"Burroughs, John",23,180001,0.0423880311795194,0.0042358592801665955,"Mitton, G. E. (Geraldine Edith)",0.09993055025903712,-0.038152171899352806,0.16891442246323624,0.2509438244608452
all_documents,f1,"Burton, Richard Francis, Sir",20,466765,0.08316470318922443,0.023270166854462045,"Byron, George Gordon Byron, Baron",0.2798082114417639,-0.05989453633476239,0.16891442246323624,0.49234814870426474
